ID,OriginalAmount,TermYears,Collateral_valuation,CurrentInstallment,Rate,PD,LGD
18344,1011246,36,694148,177,11.80%,0.11%,39.5%
25402,2182109,21,1730279,135,4.00%,8.31%,84.9%
15474,1052470,23,528874,50,2.90%,49.17%,49.3%
12011,446803,23,387104,266,8.90%,23.57%,75.4%
14239,460754,12,473951,79,9.30%,2.85%,47.6%
6595,476716,22,226984,156,11.20%,5.69%,56.0%
24196,1566137,23,1395208,150,11.60%,28.32%,61.0%
17769,714131,23,658328,214,9.90%,0.24%,54.0%
14086,1113803,41,467918,409,9.90%,0.20%,71.1%
6587,451956,23,226984,56,9.20%,37.98%,77.8%
2884,161628,47,135612,560,8.20%,0.32%,31.3%
26833,4667617,59,2458486,58,2.60%,41.23%,45.5%
2226,186765,23,117765,55,11.20%,26.93%,58.9%
24731,1503295,35,1531574,184,3.70%,71.95%,41.1%
13019,429585,22,424809,21,8.50%,6.82%,45.2%
23304,4191781,23,1227421,176,7.40%,24.73%,64.2%
11057,284169,12,355432,118,2.50%,29.11%,55.0%
8175,256770,24,269339,7,4.20%,38.05%,78.1%
3171,353295,24,142525,144,4.40%,47.26%,64.3%
3511,231634,22,151448,99,12.20%,1.70%,29.2%
18187,1725000,23,683590,53,12.00%,89.75%,48.7%
27220,1970333,22,2793934,167,8.70%,7.71%,29.9%
10347,551749,23,331803,122,2.60%,95.24%,59.5%
1120,309557,33,82825,332,9.20%,73.16%,36.6%
8436,1155781,34,277005,305,5.40%,6.55%,29.5%
9842,296235,12,314710,43,12.80%,0.55%,57.2%
18757,1805689,47,722552,265,12.00%,11.86%,43.4%
12858,770060,22,419153,247,7.00%,7.49%,65.3%
7566,297995,11,253000,129,8.50%,39.19%,46.0%
6127,418148,20,215672,204,10.10%,19.45%,13.5%
14419,667000,22,482120,64,7.80%,11.58%,76.3%
17984,2441770,34,671776,93,11.80%,2.19%,66.5%
18801,1019290,12,725820,21,4.20%,44.71%,15.0%
28441,10072743,22,10798940,125,6.60%,0.00%,65.4%
10726,310311,23,344874,213,2.60%,1.93%,75.6%
7367,276880,23,248224,186,2.40%,2.07%,62.2%
5743,176208,23,207126,105,2.20%,0.02%,36.6%
25078,1414186,23,1630361,140,8.70%,86.52%,51.9%
17107,969142,35,618612,107,2.80%,0.46%,13.0%
17449,916858,47,639727,69,6.90%,98.79%,18.3%
14181,634071,34,471563,285,11.40%,6.44%,80.8%
17278,1065415,46,627536,158,4.40%,5.30%,64.8%
14105,756989,33,468672,336,8.20%,57.21%,40.8%
16223,1098219,12,566956,19,8.00%,1.01%,81.8%
19596,1405639,23,789164,274,8.90%,7.24%,51.3%
10799,553131,22,347639,232,9.30%,5.24%,62.9%
20665,2052153,12,883049,77,8.00%,5.20%,60.7%
13393,784514,12,439011,19,8.00%,7.45%,40.2%
24714,1169858,12,1529186,96,2.50%,4.40%,70.4%
21672,1243760,45,990634,471,7.50%,13.06%,86.3%
4805,530760,24,184000,40,5.40%,15.58%,53.4%
2426,196066,23,122667,32,11.00%,0.05%,40.6%
21432,948404,11,963863,99,4.20%,41.52%,66.5%
28175,4943869,12,4983962,118,9.10%,1.86%,32.4%
26574,2650656,47,2297235,319,10.30%,0.00%,87.0%
7049,1156536,41,239678,415,5.00%,0.56%,34.0%
60,1020295,36,17470,354,8.20%,0.42%,76.8%
17900,591464,23,665743,227,5.10%,19.96%,49.1%
24527,2040967,24,1473131,266,9.00%,2.19%,57.1%
15076,461760,24,511404,88,5.50%,0.90%,53.2%
17539,1679880,35,645005,254,6.70%,17.73%,69.4%
25795,1844902,45,1882607,256,12.60%,47.78%,35.7%
19817,646514,24,807011,181,9.20%,3.63%,22.9%
14146,1472000,11,470683,126,12.90%,20.82%,35.4%
28257,7169967,57,5557831,239,5.70%,61.10%,83.1%
683,602399,24,65858,9,8.00%,57.10%,56.8%
19408,1181169,35,774962,231,3.70%,0.04%,40.1%
10611,680322,23,341230,129,6.20%,58.65%,48.6%
6590,179978,36,226984,15,2.00%,0.87%,89.1%
15908,714634,22,549989,259,8.10%,4.68%,69.1%
18421,636585,11,700180,109,4.10%,4.20%,41.0%
17597,831519,23,648273,210,2.00%,36.29%,66.7%
21002,1182049,23,916732,177,11.70%,6.92%,80.4%
25924,1984536,12,1939415,59,5.90%,0.03%,59.7%
20627,1031607,36,879279,367,5.10%,0.65%,59.2%
9913,429459,12,316344,3,7.30%,67.78%,59.8%
534,227863,24,58945,78,6.80%,33.44%,23.3%
21150,863443,33,933699,192,10.00%,7.46%,60.0%
19014,3007470,39,745301,398,10.80%,0.01%,7.9%
22924,1205803,22,1161563,238,9.70%,64.86%,20.7%
14557,1075219,47,488153,134,4.70%,5.08%,11.0%
9399,331175,23,304153,46,5.10%,1.15%,18.2%
19868,731727,11,812290,118,8.90%,1.59%,29.8%
10408,586814,23,334317,50,7.20%,49.08%,54.3%
9933,410984,22,317224,172,6.90%,5.12%,32.2%
18820,727579,24,727831,277,12.80%,1.85%,21.7%
17319,996541,35,630301,21,10.20%,62.73%,39.2%
7943,184000,23,262426,115,2.90%,0.00%,46.8%
13862,819705,47,457738,562,5.30%,0.83%,31.1%
24781,1623951,24,1545902,203,2.80%,23.16%,66.2%
716,191667,34,67366,128,4.10%,48.78%,46.5%
23918,1578454,47,1337896,404,3.60%,0.14%,61.0%
9093,316721,23,296109,6,5.40%,94.60%,13.5%
9470,362093,12,306667,29,12.40%,26.85%,68.5%
22564,995033,12,1104000,1,3.10%,63.10%,58.0%
14430,412995,23,482497,258,4.30%,43.15%,56.4%
21575,1400989,11,979197,36,6.40%,61.97%,45.5%
26335,1830574,59,2171678,170,4.20%,0.09%,50.6%
9436,559792,23,305410,115,4.70%,0.00%,60.4%
1768,170929,21,104820,171,11.40%,2.79%,80.0%
5206,288443,23,194180,21,9.10%,1.82%,31.5%
27960,6698153,56,4012809,5,11.10%,6.28%,47.2%
18863,2091492,23,732355,260,10.00%,15.95%,29.3%
17909,801481,23,666120,180,12.80%,0.32%,32.0%
27637,2719404,33,3319541,348,11.70%,49.70%,49.6%
21324,933071,22,951169,127,12.70%,81.86%,53.0%
1524,150191,23,96650,215,7.90%,13.07%,72.0%
13091,517060,22,427322,180,12.50%,0.01%,54.2%
15887,705585,22,549109,56,6.70%,7.56%,87.1%
7154,629044,24,242443,277,3.10%,89.82%,58.3%
6207,404951,22,218060,247,8.70%,36.83%,67.3%
2412,503235,11,122667,25,3.30%,9.65%,43.9%
19671,858164,11,794820,88,10.20%,1.11%,51.4%
2823,227235,35,133601,315,5.00%,1.44%,61.4%
17217,929929,35,624645,95,10.40%,31.34%,19.4%
21108,781372,12,928421,45,11.90%,4.85%,23.5%
16548,2110596,48,584929,533,5.10%,52.89%,21.2%
4825,345754,17,184377,2,4.30%,1.61%,78.9%
11277,404197,23,363475,226,9.90%,0.07%,35.1%
7963,363098,23,263557,151,12.10%,10.71%,60.8%
14572,593098,23,489033,152,10.10%,81.97%,46.1%
12853,2003137,36,419153,288,10.10%,10.45%,31.4%
5958,401934,22,212027,197,11.70%,37.99%,81.8%
25959,1777913,24,1970333,157,10.40%,0.08%,76.1%
15911,422169,12,550366,66,8.20%,68.14%,55.7%
22921,1077858,23,1161563,147,6.60%,68.28%,37.6%
8211,537798,23,270093,35,8.80%,8.89%,39.7%
3838,512410,34,159617,154,11.10%,39.88%,50.2%
20734,751962,22,888328,32,8.00%,0.28%,49.3%
22825,1180290,23,1143716,185,3.40%,10.32%,44.2%
1906,475962,22,108842,146,9.80%,13.13%,39.0%
2022,306792,34,112109,208,11.50%,0.08%,63.7%
565,385219,48,60077,505,9.90%,1.88%,45.8%
24416,1666557,33,1446738,378,7.60%,3.92%,34.2%
12619,1378240,21,409852,94,4.10%,0.94%,29.9%
7573,231131,22,253503,71,10.00%,0.92%,35.4%
14166,715765,11,471186,8,3.10%,44.08%,59.4%
15135,606044,23,513792,214,7.90%,0.00%,24.6%
19178,770186,20,757869,71,12.30%,41.35%,32.6%
27245,3238601,11,2817563,62,12.60%,5.24%,3.7%
8632,246213,12,282284,130,12.60%,4.14%,39.1%
19417,1378869,24,775339,211,10.80%,0.29%,22.8%
25091,1780929,24,1632372,178,8.60%,77.62%,87.9%
18231,834158,11,686858,32,6.20%,0.03%,30.9%
10914,336328,23,350907,217,4.70%,63.85%,28.7%
3015,856279,24,138880,99,4.80%,0.81%,88.3%
11721,330546,23,377678,165,2.50%,16.29%,25.7%
26352,2659705,25,2185503,284,10.80%,0.16%,67.0%
6737,425563,22,231131,250,12.00%,30.44%,76.3%
23528,1283852,11,1261104,34,7.60%,75.57%,67.9%
12901,394393,24,420410,94,6.10%,0.02%,25.3%
4299,266322,23,172186,23,2.00%,15.99%,17.2%
16208,610317,47,565825,46,11.40%,0.30%,54.9%
9198,258781,12,298874,55,9.30%,15.95%,52.4%
26061,2585552,13,2014951,130,4.90%,17.39%,6.0%
23883,1048448,23,1333372,46,3.50%,47.13%,29.2%
11429,1251049,11,368377,8,12.40%,0.69%,36.4%
12721,419530,13,413497,132,7.70%,2.55%,70.5%
3315,197197,12,146672,13,8.30%,87.71%,19.2%
19315,643874,12,768426,143,12.20%,98.36%,39.4%
1054,214290,22,80060,96,9.60%,3.89%,85.2%
10494,365863,11,336705,85,12.00%,62.82%,75.5%
15823,588448,23,546344,139,3.40%,0.83%,56.1%
14378,1295541,35,479230,173,10.60%,93.95%,50.9%
3785,236284,22,158863,248,8.20%,0.01%,2.5%
1552,276503,12,97907,117,5.40%,24.06%,85.2%
28166,4610809,46,4926650,194,7.10%,7.53%,64.6%
13752,732607,22,453213,191,4.00%,8.12%,42.9%
3486,174951,34,151071,31,3.70%,18.09%,39.9%
15240,431847,35,517814,313,8.10%,16.34%,45.8%
17913,725945,11,666497,84,11.50%,30.89%,66.3%
27606,2513158,12,3261098,22,4.50%,0.01%,43.1%
16445,1116945,24,579148,282,7.10%,5.67%,56.1%
1786,710612,36,105197,45,2.30%,0.12%,57.0%
28020,3914022,22,4267066,76,2.40%,53.38%,23.6%
15941,1046437,35,551623,413,6.30%,47.86%,24.4%
10675,421667,23,343617,81,9.70%,1.77%,66.2%
12817,387355,12,417142,87,3.40%,94.88%,88.6%
4793,177339,23,184000,68,9.10%,43.72%,35.2%
14865,339973,23,501601,195,5.70%,0.90%,30.6%
4376,146421,11,174197,123,6.40%,8.21%,81.1%
16030,493055,12,556902,114,12.90%,76.35%,92.8%
23626,1422858,12,1280962,134,12.60%,24.62%,6.5%
16851,827874,35,603153,169,7.40%,25.06%,50.3%
6222,399295,11,218060,108,9.30%,29.01%,86.8%
27568,2500087,23,3207055,72,6.70%,40.19%,20.6%
26189,2005148,11,2072639,5,2.40%,20.74%,55.4%
5802,355809,22,208383,244,5.10%,27.16%,44.5%
8221,591716,22,270470,19,3.60%,28.06%,60.5%
23519,3389295,12,1259093,113,9.80%,56.97%,57.4%
9369,869350,23,303022,5,11.50%,54.35%,82.4%
18928,873749,36,737131,287,6.60%,7.02%,54.4%
26087,2198322,36,2028776,349,3.30%,39.34%,66.0%
13543,319738,12,444792,118,5.90%,0.23%,5.8%
18749,649153,24,722552,242,8.40%,37.95%,55.9%
25662,3398470,20,1839874,54,5.00%,66.12%,45.0%
3537,532393,12,151951,95,3.30%,11.93%,54.5%
25458,1598060,47,1753404,544,8.00%,95.60%,72.5%
18279,1003705,23,689623,113,5.20%,0.00%,16.0%
3323,186011,11,146672,42,7.80%,28.42%,58.9%
7858,695781,35,260792,331,10.70%,2.92%,50.6%
19541,1555831,24,785142,264,3.70%,16.91%,42.6%
15890,948781,11,549486,116,11.00%,1.27%,57.8%
11450,358699,12,369257,68,3.40%,8.79%,49.0%
26438,1903344,23,2226978,238,12.00%,0.00%,80.2%
7853,616224,11,260290,71,11.80%,94.08%,14.0%
2359,359328,31,121410,160,6.90%,0.91%,52.8%
501,220951,22,56809,67,3.80%,10.40%,24.7%
11864,353798,23,382202,174,6.60%,6.67%,27.4%
28417,7649951,36,8662579,61,6.30%,6.94%,35.5%
20152,1341290,22,835918,23,3.80%,22.60%,62.5%
12962,472443,23,422798,256,9.00%,3.07%,75.9%
12218,325016,23,394393,172,10.30%,2.12%,29.6%
5953,162257,12,211650,107,12.20%,10.09%,71.8%
1179,149940,22,85339,76,11.50%,3.94%,78.4%
2332,186765,22,120279,223,8.40%,77.96%,17.3%
11547,448940,23,372902,22,5.30%,0.23%,31.9%
15891,539934,35,549486,250,3.40%,58.03%,53.4%
18408,628667,23,699426,83,6.10%,12.43%,41.3%
12857,1231945,24,419153,211,12.80%,13.29%,40.8%
26579,2371639,23,2298492,240,9.50%,1.75%,81.2%
27931,3116311,20,3948710,115,2.80%,2.12%,41.6%
1187,413372,23,85339,57,7.70%,57.45%,24.5%
14820,488027,24,499590,202,6.20%,62.09%,65.0%
1369,234399,12,92251,119,5.60%,95.21%,82.3%
1050,294475,19,80060,209,7.80%,1.10%,23.2%
18435,1009863,47,701060,34,10.50%,37.51%,29.0%
23778,1245896,28,1311126,108,3.40%,5.98%,93.7%
14787,868093,11,498333,41,7.80%,96.36%,46.5%
28338,9567623,22,6439623,213,9.20%,0.70%,32.4%
18330,1003202,22,692891,171,4.10%,0.00%,60.6%
21113,1732038,19,928421,86,9.90%,25.31%,62.7%
25374,1918678,22,1719721,202,3.50%,4.86%,46.6%
11106,1001191,24,357443,79,6.80%,0.59%,74.1%
3250,418273,13,145038,118,5.60%,0.03%,47.7%
1368,187770,23,92251,161,2.90%,27.46%,45.5%
27493,5219617,58,3096202,416,2.90%,0.49%,35.9%
6102,293973,11,215295,57,5.10%,0.95%,31.2%
2436,186388,17,123044,95,10.40%,0.11%,78.3%
25367,2893978,33,1716454,131,9.60%,3.84%,38.5%
14743,502355,23,495945,267,12.60%,0.39%,56.1%
7419,288820,34,249732,395,4.00%,32.62%,28.6%
27836,3671454,48,3708279,252,8.90%,1.06%,23.0%
13001,369634,23,424432,30,2.10%,3.19%,39.1%
5001,551246,35,188399,139,11.70%,1.70%,54.6%
26004,3191344,33,1990191,66,10.10%,23.79%,35.3%
24679,2121656,23,1518628,167,4.30%,11.06%,28.2%
17104,917361,22,618612,34,2.40%,48.65%,48.7%
24100,968639,24,1377738,270,8.30%,0.85%,74.7%
11866,745426,23,382202,112,10.00%,68.54%,37.4%
24844,1631995,19,1562492,28,12.20%,0.45%,28.5%
23350,1725377,47,1234710,223,5.10%,0.31%,69.4%
3950,171306,23,162885,148,3.80%,70.18%,59.4%
14709,894486,23,494311,152,8.60%,47.92%,50.8%
27712,6091230,35,3524656,321,13.00%,24.68%,29.9%
27731,3236339,35,3549415,322,5.30%,10.18%,82.0%
24315,1474388,23,1421601,11,6.30%,17.51%,29.2%
1795,228869,11,105574,43,6.70%,8.09%,39.9%
24220,1365923,47,1402120,383,4.80%,0.48%,39.2%
9534,251869,22,307923,67,5.10%,0.90%,67.2%
23926,1040530,35,1339907,12,7.00%,0.01%,40.9%
28192,5079355,47,5102607,312,7.40%,29.45%,52.3%
19936,850372,19,818448,107,2.00%,1.31%,55.5%
4322,271475,13,172186,38,12.70%,60.98%,25.6%
17006,569470,23,612454,39,12.50%,78.06%,63.2%
12537,1006344,32,406585,148,4.20%,41.55%,42.5%
24036,2859667,36,1362656,125,6.60%,4.45%,80.3%
10840,583295,48,348896,251,7.30%,0.00%,52.4%
27136,2098530,47,2704574,485,2.40%,17.06%,42.2%
19913,614213,55,816437,510,10.50%,4.05%,57.6%
25621,2038956,36,1819639,95,7.90%,1.97%,36.7%
18508,792934,11,706339,81,5.50%,29.14%,49.8%
13865,402563,22,457738,18,7.30%,28.22%,59.8%
12478,401055,21,404071,147,4.60%,0.00%,49.9%
27798,3453268,23,3662279,60,5.10%,0.00%,55.1%
27000,2983464,60,2588820,488,5.80%,3.64%,55.1%
9851,448563,22,315213,144,4.30%,89.04%,60.2%
21687,1896180,47,992645,240,5.30%,6.87%,41.7%
13358,622760,23,437880,187,8.70%,23.68%,54.6%
4358,358197,23,173443,30,6.90%,0.04%,33.7%
2106,163137,11,114120,23,5.90%,1.46%,85.9%
10536,420284,23,337962,116,4.70%,0.84%,39.6%
2603,158109,12,127568,85,9.60%,1.03%,24.1%
5918,212153,18,211148,69,10.30%,47.86%,30.6%
14609,1259219,48,490290,224,11.00%,0.24%,81.3%
13450,360208,23,441525,219,3.40%,11.85%,28.2%
12846,420033,24,418399,147,3.00%,29.51%,80.3%
939,153585,24,76415,166,7.90%,58.17%,61.2%
18198,875508,34,684721,97,8.80%,74.25%,56.1%
4848,247847,23,185257,221,3.90%,0.85%,22.9%
13710,989000,36,451202,207,11.70%,0.01%,76.0%
3316,326776,12,146672,137,12.00%,0.04%,35.9%
2456,678814,22,123923,3,3.40%,10.98%,33.3%
21972,1567770,12,1026831,18,9.80%,0.09%,48.1%
2495,409727,23,124678,194,10.10%,0.00%,51.9%
5297,441525,23,196945,28,9.60%,0.03%,84.0%
9833,336454,23,314710,197,10.80%,6.20%,31.0%
20599,1114180,23,878525,208,4.80%,29.51%,69.3%
1425,199333,12,93383,91,12.10%,60.64%,11.1%
3393,317852,22,148683,149,2.70%,1.90%,47.1%
22146,860552,60,1051087,687,10.20%,18.70%,62.3%
10124,595738,23,323760,257,5.10%,0.31%,19.0%
12826,348016,22,417142,210,6.40%,2.26%,47.5%
25634,1764716,52,1827306,114,12.70%,28.21%,95.4%
16630,538678,26,588951,31,4.50%,21.00%,66.9%
23059,3387410,23,1181923,268,9.30%,45.08%,40.7%
5669,153459,23,204738,187,4.20%,0.83%,55.5%
28323,6290437,47,6286164,4,8.80%,4.60%,76.3%
22281,1218246,20,1067426,63,4.60%,0.12%,87.6%
18261,770186,23,688869,180,9.60%,80.29%,42.6%
23000,2177459,23,1172120,228,13.00%,5.13%,32.2%
18254,3110279,24,688492,190,11.10%,39.90%,81.4%
22038,1323317,22,1036508,64,12.10%,15.84%,84.4%
26362,2704951,35,2191284,359,12.00%,9.60%,41.4%
21366,1010743,45,956448,357,4.10%,49.77%,76.9%
15879,548230,12,549109,26,10.30%,24.78%,51.8%
20565,1111164,23,875257,14,4.80%,5.81%,58.8%
210,173317,12,34563,53,2.00%,5.86%,36.1%
14445,1038016,35,483377,320,12.00%,0.07%,42.4%
10658,1763585,23,342738,208,12.30%,39.71%,30.8%
10510,568967,12,337459,27,12.30%,3.72%,65.0%
16533,478852,22,583672,166,3.20%,81.34%,40.7%
17106,1097842,23,618612,256,5.40%,37.27%,93.4%
10460,273989,24,335951,81,2.80%,0.51%,61.0%
3652,245710,13,155596,85,12.10%,55.79%,75.3%
16244,1094951,24,567836,53,11.50%,2.37%,21.2%
1459,267454,24,94639,104,4.20%,12.10%,58.5%
7452,388863,12,250235,10,10.90%,0.02%,85.7%
27508,3334246,24,3126995,267,5.60%,0.16%,3.2%
25552,1594038,35,1792743,63,12.90%,0.24%,51.4%
3912,244831,29,161628,338,9.90%,95.52%,84.2%
6451,226481,11,223842,77,10.80%,0.15%,66.4%
9861,256896,46,315213,241,9.50%,94.41%,52.6%
1469,267077,22,94639,116,3.60%,52.69%,41.9%
26870,2445415,12,2493803,77,5.90%,28.37%,51.6%
21166,856404,23,935836,222,5.90%,51.78%,37.9%
19100,1478661,23,750956,275,10.00%,16.01%,18.2%
8131,415885,23,268082,189,11.90%,3.22%,43.6%
8081,452585,24,267202,128,12.30%,11.84%,43.7%
3308,284546,23,146672,203,4.10%,34.36%,61.1%
3608,345628,23,153962,122,10.20%,42.15%,47.6%
735,330044,34,68246,330,11.80%,2.81%,41.2%
24231,1110661,34,1404508,353,12.80%,6.38%,43.9%
16194,652044,23,565322,38,12.40%,26.00%,29.0%
13353,542951,47,437880,216,6.00%,61.02%,31.8%
11318,310814,35,364732,74,9.60%,1.05%,47.5%
4479,387481,23,177087,175,2.10%,6.11%,22.0%
19905,847858,11,815934,5,4.40%,55.68%,40.1%
24983,2092749,47,1599443,400,12.30%,80.09%,15.7%
10880,274115,13,349650,88,9.00%,18.63%,65.5%
4629,346131,11,179978,50,10.40%,50.90%,53.8%
6472,237667,24,224219,42,6.80%,11.03%,11.1%
4653,351410,23,180732,88,10.90%,10.97%,20.8%
19650,871109,23,793186,146,5.70%,28.90%,64.5%
2102,220071,11,114120,92,5.20%,2.40%,29.7%
7603,403945,12,253880,104,8.80%,80.41%,20.1%
20967,839940,35,913842,49,10.70%,0.01%,78.5%
25597,3177896,47,1811470,502,7.40%,54.34%,2.8%
26882,4112475,23,2506749,201,4.30%,2.84%,40.6%
4930,953934,24,186891,286,10.20%,36.75%,42.1%
27683,3099721,40,3441831,353,11.50%,0.00%,76.7%
26350,1856464,47,2183492,547,3.40%,22.05%,66.0%
18597,1081126,13,712372,99,10.30%,0.11%,54.8%
27604,3213716,24,3260596,268,3.50%,73.21%,89.3%
19238,1026454,23,763148,203,3.60%,5.18%,24.2%
4026,524224,23,164896,138,8.10%,12.12%,47.2%
6659,252874,11,229120,125,12.10%,7.87%,66.5%
17419,616475,23,638093,159,12.70%,37.52%,12.5%
8793,595612,35,286809,307,8.00%,61.03%,33.7%
20289,938098,47,848863,334,8.60%,94.53%,32.1%
27565,3215224,33,3203787,315,3.00%,1.08%,37.0%
23578,892727,21,1270907,103,8.70%,18.95%,55.9%
28209,5994705,11,5201645,16,11.50%,83.30%,86.4%
1319,266951,22,90617,120,9.90%,86.33%,74.4%
22789,1586497,22,1138814,148,12.20%,31.75%,83.0%
20239,866836,23,844464,240,8.80%,7.17%,50.4%
12325,299126,22,398792,18,6.40%,50.66%,12.9%
22552,1495251,12,1102366,15,11.80%,84.80%,20.2%
6504,594858,22,224973,58,6.70%,21.02%,5.4%
21518,688617,35,972284,243,5.60%,55.75%,59.7%
870,462137,11,72645,124,4.60%,1.35%,50.1%
16354,525230,22,573492,88,3.40%,53.79%,64.2%
1721,302016,23,103563,223,11.80%,36.77%,19.0%
4872,376295,35,185634,101,5.10%,4.76%,50.8%
16619,615219,11,588574,108,13.00%,83.72%,49.8%
23292,1360770,34,1226164,215,3.40%,1.94%,46.2%
5768,236410,13,208005,59,4.20%,59.04%,85.9%
17205,494186,34,623891,206,12.80%,8.74%,5.3%
9571,444541,22,308678,122,8.60%,54.86%,50.3%
2942,592470,21,136869,164,2.50%,4.58%,1.5%
16751,701689,11,596617,44,3.60%,19.31%,31.7%
16388,831896,20,576383,206,7.10%,86.67%,44.4%
23713,3019158,47,1298432,408,3.20%,96.84%,41.8%
22335,935585,35,1073082,273,4.20%,23.70%,86.6%
21903,1165585,48,1019415,84,9.80%,23.13%,23.4%
15033,403568,23,509268,228,9.20%,85.48%,82.6%
8465,303273,12,277760,54,12.50%,41.60%,48.0%
2482,208885,23,124301,179,3.90%,25.34%,66.8%
24097,1212213,24,1376481,251,9.20%,4.47%,28.1%
12746,757366,34,414251,66,3.90%,0.30%,79.4%
17028,584552,23,614087,186,12.70%,89.03%,31.8%
277,271098,22,40596,11,9.90%,84.43%,27.2%
24841,4104306,46,1562115,202,5.70%,58.09%,62.1%
20869,913590,48,903284,86,10.30%,20.81%,25.5%
3899,163514,23,161251,83,4.60%,0.04%,71.4%
27689,3105754,24,3449874,105,8.20%,0.21%,16.9%
8651,286557,23,283038,188,7.40%,74.62%,75.5%
22644,1706022,35,1113301,95,9.80%,37.90%,38.3%
20059,826492,23,828503,274,2.50%,89.57%,41.0%
26755,3632492,23,2407333,176,4.60%,16.30%,88.5%
6689,279016,23,229497,76,11.30%,0.00%,74.9%
3604,1184311,22,153962,207,6.90%,0.38%,74.0%
18047,1534464,20,675421,177,11.00%,84.28%,48.9%
12423,313579,22,402563,108,3.70%,48.27%,77.7%
22378,1812475,13,1077481,67,2.80%,24.83%,36.1%
22813,1602585,48,1142082,2,2.40%,31.72%,45.6%
16280,1240869,43,569470,170,9.90%,11.74%,83.9%
22131,1908749,35,1048322,258,2.50%,82.17%,73.8%
10946,316470,12,351787,93,12.20%,0.16%,76.7%
10125,403945,21,323760,156,10.60%,5.79%,42.8%
22658,1385153,24,1116945,45,10.50%,18.61%,40.7%
8162,182617,21,268836,98,6.00%,15.02%,24.1%
12878,785519,19,419530,93,10.80%,57.96%,78.0%
8178,907557,20,269339,214,6.90%,12.14%,81.0%
22586,1295290,21,1106765,106,9.40%,3.71%,42.2%
4413,1166716,12,175077,27,11.90%,0.01%,12.4%
26463,3172617,22,2241934,45,3.70%,22.86%,67.4%
12868,429082,11,419530,80,12.20%,8.26%,65.3%
11444,366869,31,368754,88,11.80%,0.61%,48.5%
26518,2364727,17,2265563,146,7.40%,87.23%,45.2%
15983,547852,35,554011,383,12.40%,31.50%,24.4%
11465,353295,11,369634,55,3.50%,0.00%,21.6%
25575,1672339,13,1802923,111,4.30%,0.17%,60.7%
8148,190787,23,268459,82,2.80%,77.64%,44.7%
11578,1008230,23,373656,99,12.10%,5.57%,12.8%
3290,207754,35,145792,57,3.30%,0.71%,26.2%
27365,2131585,22,2942617,84,5.10%,6.00%,69.2%
26273,2049639,11,2136738,41,2.00%,29.09%,62.8%
25100,2045492,35,1636016,310,12.60%,4.10%,37.7%
21789,2037951,23,1003202,46,2.20%,0.03%,53.4%
18514,623891,12,707093,87,12.40%,71.40%,57.1%
2529,199836,11,125557,40,2.70%,0.04%,44.6%
24950,2571098,32,1590142,267,10.70%,0.09%,30.0%
20277,742158,23,847230,150,10.40%,74.12%,67.4%
18589,841699,11,711617,99,6.00%,2.98%,10.6%
21049,942497,34,919497,256,12.70%,1.82%,86.7%
18924,1027459,25,736754,182,3.50%,3.09%,64.5%
11492,458869,11,371268,8,6.90%,58.34%,30.4%
8393,556273,35,275749,257,3.80%,16.46%,41.8%
12385,799344,36,400929,112,6.80%,1.33%,34.2%
14636,816060,35,491421,129,10.80%,6.31%,60.7%
9132,368628,45,296863,409,10.00%,47.07%,72.1%
2161,159617,12,116131,10,8.70%,0.08%,47.9%
1975,2450191,36,110475,233,8.10%,82.79%,56.0%
18311,889208,36,691634,419,9.80%,29.88%,43.7%
9613,709984,22,309432,89,3.20%,63.41%,48.5%
4635,294475,22,180355,116,5.90%,1.25%,16.4%
14326,407464,35,477219,74,3.70%,0.84%,63.7%
10253,836044,48,327404,1,8.90%,0.23%,50.3%
23423,1132153,60,1246148,564,2.00%,2.12%,75.5%
2569,162885,11,126689,65,11.30%,92.10%,51.7%
11530,507005,21,372399,232,10.50%,36.43%,36.4%
8197,278137,12,270093,3,11.00%,14.81%,76.5%
2236,253377,21,118142,207,4.10%,15.94%,59.7%
5567,210016,23,202224,35,8.30%,26.87%,47.7%
23737,1226038,55,1303333,308,6.80%,9.85%,18.4%
20316,1550929,11,850874,131,2.70%,1.01%,41.4%
1522,368000,11,96650,75,4.30%,61.70%,16.8%
17944,809022,18,668508,120,5.20%,77.83%,78.4%
28176,5020033,48,4987607,211,4.10%,61.48%,39.8%
10568,591339,23,339093,177,6.20%,0.00%,58.7%
9022,240306,22,293596,192,11.00%,58.63%,71.6%
18642,646514,22,715262,12,4.60%,16.70%,29.3%
26482,4310678,48,2247213,141,7.70%,19.51%,11.8%
46,422923,24,15836,158,12.20%,28.82%,42.0%
23,170175,35,10557,395,13.00%,0.82%,63.0%
18105,1802672,16,678311,87,10.50%,37.49%,62.0%
18584,653426,11,711240,101,5.20%,30.13%,51.9%
19132,1099224,12,753847,19,8.50%,0.02%,74.0%
19579,975929,35,788410,119,3.40%,8.88%,89.6%
